YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,SZA,T2M,T2MDEW,RH2M,PRECTOTCORR,PS,WS10M
2024,6,13,21,0,0,0,90,28.14,27,93.42,0.72,99.23,1.4
2024,6,13,22,0,0,0,90,27.99,26.98,94.12,0.79,99.24,1.37
2024,6,13,23,0,0,0,90,27.82,26.89,94.59,0.84,99.18,1.33
2024,6,14,0,0,0,0,90,27.64,26.75,94.77,0.88,99.12,1.29
2024,6,14,1,0,0,0,90,27.41,26.56,95.03,0.95,99.07,1.21
2024,6,14,2,0,0,0,90,27.25,26.37,94.87,1.01,99.03,1.29
2024,6,14,3,0,0,0,90,27.09,26.2,94.81,0.88,99.03,1.34
2024,6,14,4,0,0,0,90,26.94,26.07,94.87,0.73,99.04,1.4
2024,6,14,5,14.8,18.26,17.84,87.28,26.86,26.02,94.99,0.56,99.07,1.46
2024,6,14,6,157.98,278.06,78.41,74.92,27.47,26.15,92.41,0.49,99.11,1.81
2024,6,14,7,374.6,464.61,151.24,61.47,28.58,26.12,86.53,0.45,99.13,2.01
2024,6,14,8,605.2,691.77,128.05,47.85,29.83,25.9,79.39,4.19,99.13,2.23
2024,6,14,9,765.42,689.12,171.03,34.17,30.91,25.77,74.04,5.41,99.13,2.29
2024,6,14,10,893.03,722.33,152.83,20.63,31.91,25.52,68.95,5.54,99.1,2.21
2024,6,14,11,909.33,578.38,297.01,8.46,32.49,25.47,66.57,6.54,99.05,2.01
2024,6,14,12,901.05,561.04,300.06,10.41,33.02,25.37,64.2,7.47,98.99,1.82
2024,6,14,13,792.4,411.29,349.11,23.15,33.29,25.02,61.9,7.57,98.93,1.56
2024,6,14,14,650.3,374.77,258.41,36.74,33.11,25.09,62.84,7.04,98.9,1.19
2024,6,14,15,487.8,376.72,211.09,50.42,32.84,25.53,65.51,9.49,98.9,0.84
2024,6,14,16,291.92,255.88,170.58,64.02,33.1,26.2,67.68,8.67,98.94,0.72
2024,6,14,17,106,87.63,81.5,77.42,31.51,26.68,76.42,8.37,99,0.99
2024,6,14,18,6.72,2.27,8.82,88.63,29.41,27.23,88.24,10.35,99.07,1.2
2024,6,14,19,0,0,0,90,28.51,27.22,92.62,11.2,99.14,1.1
2024,6,14,20,0,0,0,90,28.25,27.19,93.92,11.99,99.19,1.03
2024,6,14,21,0,0,0,90,28.13,27.19,94.54,10.76,99.24,1.05
2024,6,14,22,0,0,0,90,28.13,27.04,93.77,12.41,99.25,1.25
2024,6,14,23,0,0,0,90,27.83,26.91,94.56,11.24,99.2,1.39
2024,6,15,0,0,0,0,90,27.46,26.67,95.39,10.95,99.16,1.53
2024,6,15,1,0,0,0,90,27.14,26.38,95.48,11.6,99.13,1.74
2024,6,15,2,0,0,0,90,26.83,26.12,95.77,11.49,99.11,1.9
2024,6,15,3,0,0,0,90,26.57,25.91,96.09,11.67,99.12,1.84
2024,6,15,4,0,0,0,90,26.33,25.75,96.53,11.78,99.13,1.67
2024,6,15,5,15.02,16.6,15.84,87.3,26.25,25.71,96.7,11.11,99.17,1.69
2024,6,15,6,156.02,263.24,85.44,74.96,26.79,26.1,95.95,7.6,99.2,2
2024,6,15,7,359.55,422.25,158.91,61.51,27.58,26.48,93.64,6.13,99.21,2.18
2024,6,15,8,557.4,575.86,163.45,47.89,28.85,26.21,85.6,0.17,99.21,2.37
2024,6,15,9,729.65,610.78,192.94,34.22,30.43,25.45,74.71,0.12,99.18,2.37
2024,6,15,10,846.28,678.54,187.46,20.68,31.49,24.94,68.21,0.14,99.14,2.2
2024,6,15,11,928.4,637.69,253.24,8.51,32.45,24.51,62.96,0.16,99.1,2.03
2024,6,15,12,908.75,574.7,267.83,10.39,33.09,24.28,60.02,0.12,99.04,1.81
2024,6,15,13,681.97,488.92,203.35,23.11,33.57,23.87,56.99,0.11,98.98,1.61
2024,6,15,14,563.85,300.27,249.15,36.69,33.8,23.44,54.76,0.1,98.93,1.31
2024,6,15,15,376.95,328.8,160.66,50.37,33.57,23.81,56.78,0.1,98.93,0.98
2024,6,15,16,228.4,304.12,112.64,63.96,33.43,25.08,62.12,0.09,98.96,0.72
2024,6,15,17,87.82,133.05,53.74,77.37,32.17,25.46,68.26,0.08,99,0.95
2024,6,15,18,6.07,7.15,8.07,88.6,29.86,26.46,82.14,0.1,99.05,1.38
2024,6,15,19,0,0,0,90,29.09,26.5,85.84,0.14,99.12,1.57
2024,6,15,20,0,0,0,90,28.76,26.48,87.43,0.19,99.18,1.59
2024,6,15,21,0,0,0,90,28.52,26.43,88.42,0.22,99.22,1.65
2024,6,15,22,0,0,0,90,28.23,26.33,89.37,0.21,99.24,1.76
2024,6,15,23,0,0,0,90,27.78,26.22,91.09,0.35,99.2,1.83
2024,6,16,0,0,0,0,90,27.29,26.01,92.66,0.25,99.15,1.71
2024,6,16,1,0,0,0,90,27.02,25.81,92.97,0.36,99.11,1.87
2024,6,16,2,0,0,0,90,26.82,25.55,92.69,0.38,99.1,2.29
2024,6,16,3,0,0,0,90,26.85,25.26,90.92,0.43,99.11,3.19
2024,6,16,4,0,0,0,90,26.53,25.1,91.76,0.34,99.13,3.31
2024,6,16,5,16.62,34.39,17.21,87.32,26.37,24.99,92.01,0.29,99.18,2.95
2024,6,16,6,156.25,349.6,88.98,75,26.73,24.95,89.91,0.25,99.29,2.57
2024,6,16,7,357.15,430.9,154.32,61.55,27.45,24.89,85.81,0.26,99.35,2.76
2024,6,16,8,554.8,512.82,199.91,47.94,28.58,24.7,79.41,0.1,99.38,3
2024,6,16,9,718.95,597.82,265.26,34.26,30.18,24.52,71.65,0.1,99.38,3.08
2024,6,16,10,831.33,663.58,299.81,20.74,31.3,24.31,66.38,0.11,99.36,3.19
2024,6,16,11,839.33,572.73,380.34,8.57,32.15,24.17,62.78,0.1,99.32,3.4
2024,6,16,12,783.58,431.72,413.83,10.37,32.57,24.25,61.56,0.11,99.26,3.52
2024,6,16,13,756.38,657.96,409.37,23.06,32.37,24.4,62.87,0.13,99.21,3.61
2024,6,16,14,568.3,270.08,290.28,36.65,31.55,24.5,66.27,0.2,99.18,3.68
2024,6,16,15,405.95,246.67,217.22,50.32,30.58,24.51,70.02,0.31,99.16,3.65
2024,6,16,16,235.62,130.11,173.01,63.91,29.88,24.6,73.26,0.53,99.13,3.28
2024,6,16,17,86.03,40.02,66.77,77.31,28.9,25.03,79.56,0.67,99.09,2.61
2024,6,16,18,6.55,1.34,8.13,88.58,27.75,25.44,87.2,0.75,99.15,2.19
2024,6,16,19,0,0,0,90,27.39,25.5,89.26,0.66,99.24,2.16
2024,6,16,20,0,0,0,90,27.01,25.55,91.62,0.47,99.29,1.77
2024,6,16,21,0,0,0,90,26.52,25.44,93.71,0.61,99.33,1.62
2024,6,16,22,0,0,0,90,26.24,25.31,94.55,0.55,99.34,1.56
2024,6,16,23,0,0,0,90,26.05,25.16,94.7,0.34,99.3,1.55
2024,6,17,0,0,0,0,90,25.85,25.03,95.11,0.29,99.23,1.58
2024,6,17,1,0,0,0,90,25.77,24.93,95,0.26,99.18,1.65
2024,6,17,2,0,0,0,90,25.7,24.87,95.05,0.28,99.17,1.75
2024,6,17,3,0,0,0,90,25.66,24.85,95.2,0.32,99.18,1.9
2024,6,17,4,0,0,0,90,25.65,24.84,95.25,0.26,99.23,2.04
2024,6,17,5,15.75,21.64,23.45,87.35,25.9,24.95,94.36,0.17,99.28,2.28
2024,6,17,6,157.77,342.05,74.1,75.04,26.72,25.2,91.27,0.14,99.32,2.74
2024,6,17,7,343.88,492.11,136.34,61.6,27.87,25.19,85.26,0.11,99.34,2.84
2024,6,17,8,523.03,661.22,121.87,47.98,28.96,24.77,78.05,0.31,99.35,2.89
2024,6,17,9,673.35,554.84,153.31,34.31,29.88,24.35,72.23,0.29,99.33,2.8
2024,6,17,10,828.42,585.28,229.49,20.79,30.96,24.01,66.53,0.35,99.3,2.57
2024,6,17,11,881.8,672.49,204.76,8.62,32.05,23.69,61.33,0.36,99.25,2.34
2024,6,17,12,875.38,628.24,260.67,10.34,32.99,23.43,57.29,0.39,99.19,2.2
2024,6,17,13,777.8,553.5,259.49,23.02,33.34,23.42,56.12,0.48,99.15,2.17
2024,6,17,14,671.47,536.28,196.61,36.6,33.26,23.5,56.66,0.63,99.11,2.26
2024,6,17,15,534.12,515.11,169.35,50.27,32.65,23.76,59.57,0.85,99.09,2.29
2024,6,17,16,321.45,371.06,150.49,63.86,31.8,24.17,64.03,1.1,99.11,2.35
2024,6,17,17,121.8,161.2,79.35,77.25,30.24,24.92,73.22,1.09,99.15,2.28
2024,6,17,18,8.05,11.08,10.55,88.55,28.28,25.36,84.16,1.06,99.21,2.23
2024,6,17,19,0,0,0,90,27.5,25.34,87.91,0.98,99.27,2.32
2024,6,17,20,0,0,0,90,27.09,25.33,90.03,0.83,99.3,2.3
2024,6,17,21,0,0,0,90,26.7,25.31,92.01,0.69,99.33,2.21
2024,6,17,22,0,0,0,90,26.4,25.22,93.22,0.6,99.35,2.2
2024,6,17,23,0,0,0,90,26.16,25.12,93.95,0.5,99.34,2.2
2024,6,18,0,0,0,0,90,25.85,24.96,94.83,0.39,99.28,2.02
2024,6,18,1,0,0,0,90,25.53,24.83,95.82,0.34,99.21,1.89
2024,6,18,2,0,0,0,90,25.27,24.71,96.68,0.19,99.17,1.8
2024,6,18,3,0,0,0,90,25.07,24.61,97.24,0.15,99.15,1.74
2024,6,18,4,0,0,0,90,24.93,24.54,97.67,0.12,99.15,1.73
2024,6,18,5,15.7,65.66,15.8,87.37,25.13,24.62,96.93,0.12,99.19,1.71
2024,6,18,6,167.43,397.83,65.83,75.08,26.46,24.93,91.24,0.11,99.22,1.86
2024,6,18,7,370.17,499.57,107.08,61.64,28.18,24.84,82.03,0.12,99.25,2.05
2024,6,18,8,569.9,620.35,124.57,48.03,29.63,24.56,74.17,0.07,99.27,2.15
2024,6,18,9,680.58,758.3,107.21,34.36,30.74,24.28,68.46,0.06,99.25,2.19
2024,6,18,10,813.33,710.98,143.98,20.84,31.7,24.01,63.8,0.08,99.21,2.15
2024,6,18,11,862.35,653.79,156.01,8.66,32.45,23.75,60.19,0.08,99.15,1.91
2024,6,18,12,826.47,893.72,147.75,10.31,32.93,23.74,58.58,0.08,99.09,1.63
2024,6,18,13,778,465.17,291.31,22.97,33.01,23.77,58.46,0.09,99.03,1.5
2024,6,18,14,611.92,256.87,317.08,36.55,32.6,23.92,60.33,0.1,98.98,1.56
2024,6,18,15,435.08,377.58,217.74,50.21,32.07,24.22,63.28,0.1,98.95,1.71
2024,6,18,16,256.85,188.27,172.33,63.8,31.19,24.96,69.68,0.12,98.96,1.8
2024,6,18,17,96.32,75.5,83.04,77.2,29.82,25.53,77.82,0.11,99,2.02
2024,6,18,18,7.4,3.89,9.16,88.53,28.19,25.65,86.04,0.11,99.05,2.29
2024,6,18,19,0,0,0,90,27.71,25.56,88.04,0.09,99.07,2.72
2024,6,18,20,0,0,0,90,27.42,25.68,90.23,0.08,99.13,2.7
2024,6,18,21,0,0,0,90,27.19,25.79,91.97,0.08,99.22,2.55
2024,6,18,22,0,0,0,90,27.2,25.75,91.64,0.14,99.28,2.66
2024,6,18,23,0,0,0,90,27.21,25.58,90.75,0.21,99.27,2.76
2024,6,19,0,0,0,0,90,26.93,25.51,91.85,0.26,99.21,2.31
2024,6,19,1,0,0,0,90,26.51,25.48,93.92,0.21,99.16,1.9
2024,6,19,2,0,0,0,90,26.39,25.39,94.06,0.22,99.12,1.9
2024,6,19,3,0,0,0,90,26.36,25.27,93.65,0.26,99.09,2.01
2024,6,19,4,0,0,0,90,26.35,25.18,93.23,0.25,99.07,2.17
2024,6,19,5,14.25,12.94,18.49,87.4,26.57,25.15,91.82,0.2,99.08,2.39
2024,6,19,6,114.45,35.61,117.97,75.12,27.5,25.23,87.31,0.16,99.12,2.61
2024,6,19,7,279.88,123.95,239.7,61.69,28.56,25.02,81.1,0.17,99.13,2.89
2024,6,19,8,448,119.23,280.95,48.08,29.7,24.64,74.24,0.62,99.17,2.85
2024,6,19,9,554.45,205.23,296.41,34.41,31.05,24.32,67.41,0.58,99.17,2.53
2024,6,19,10,676.58,332.23,337.26,20.89,32.22,24.02,61.99,0.85,99.12,2.15
2024,6,19,11,743.2,340.66,351.79,8.7,33.16,23.94,58.51,1.33,99.05,1.99
2024,6,19,12,752.88,269.39,401.67,10.28,33.48,24.09,58,2.46,98.98,2.1
2024,6,19,13,530.53,38.9,327.95,22.93,33.2,24.2,59.31,3.21,98.92,2.36
2024,6,19,14,511.73,72.47,294.16,36.5,32.45,24.47,62.85,4.15,98.88,2.57
2024,6,19,15,380.35,107.18,247.66,50.16,31.44,24.79,67.78,4.97,98.86,2.81
2024,6,19,16,222.75,73.36,172.06,63.75,30.18,25.3,75.08,5.69,98.88,2.84
2024,6,19,17,88.68,59.18,85.89,77.15,28.76,25.86,84.25,5.93,98.9,2.67
2024,6,19,18,6.47,0,8.09,88.5,27.64,25.95,90.43,6.41,98.95,2.62
2024,6,19,19,0,0,0,90,27.18,25.93,92.78,6.8,99.01,2.6
2024,6,19,20,0,0,0,90,26.9,25.89,94.07,6.31,99.07,2.47
2024,6,19,21,0,0,0,90,26.7,25.82,94.83,4.79,99.12,2.31
2024,6,19,22,0,0,0,90,26.51,25.74,95.46,3.29,99.12,2.15
2024,6,19,23,0,0,0,90,26.33,25.64,95.89,1.72,99.09,2.04
2024,6,20,0,0,0,0,90,26.18,25.52,96.05,1.01,99.03,1.95
2024,6,20,1,0,0,0,90,26.04,25.38,96.06,0.54,98.98,1.92
2024,6,20,2,0,0,0,90,25.92,25.25,95.97,0.39,98.94,1.89
2024,6,20,3,0,0,0,90,25.8,25.15,96.09,0.34,98.94,1.85
2024,6,20,4,0,0,0,90,25.71,25.06,96.1,0.26,98.95,1.87
2024,6,20,5,14.82,46.71,17.96,87.42,25.76,25.07,95.86,0.23,98.99,1.9
2024,6,20,6,165.02,405.57,73.05,75.17,26.42,25.35,93.72,0.2,99.04,2.14
2024,6,20,7,382.88,562.31,111.39,61.74,27.36,25.55,89.71,0.17,99.09,2.35
2024,6,20,8,612.38,763.85,92.08,48.13,29.19,25.03,78.29,0.13,99.1,2.91
2024,6,20,9,785.6,819.67,87.75,34.46,30.57,24.35,69.41,0.08,99.1,3.17
2024,6,20,10,900.28,840.46,114.37,20.94,31.53,23.81,63.71,0.07,99.07,3.23
2024,6,20,11,969.12,792.33,97.19,8.74,32.34,23.36,59.23,0.09,99.02,3.18
2024,6,20,12,960.58,825.1,114,10.24,32.95,23.03,56.07,0.1,98.95,3.18
2024,6,20,13,843,711.46,155.39,22.88,33.07,22.98,55.52,0.11,98.91,3.43
2024,6,20,14,729.88,647.64,183.91,36.45,32.74,23.11,57.02,0.17,98.89,3.67
2024,6,20,15,563.62,669.32,137.46,50.11,32.09,23.38,60.09,0.26,98.9,3.72
2024,6,20,16,358.67,537.91,94.76,63.7,31.1,23.74,64.95,0.53,98.92,3.48
2024,6,20,17,147.93,322.13,54.09,77.1,29.62,24.59,74.36,0.48,98.97,2.75
2024,6,20,18,9.4,39.14,9.37,88.48,28,25.13,84.35,0.55,99.03,2.27
2024,6,20,19,0,0,0,90,27.37,25.17,87.78,0.57,99.09,2.16
2024,6,20,20,0,0,0,90,27.08,25.21,89.46,0.6,99.14,2.08
2024,6,20,21,0,0,0,90,26.85,25.28,91.05,0.65,99.16,2
2024,6,20,22,0,0,0,90,26.75,25.39,92.16,0.6,99.16,1.93
2024,6,20,23,0,0,0,90,26.65,25.46,93.14,0.62,99.1,1.89
2024,6,21,0,0,0,0,90,26.56,25.49,93.81,0.63,99.05,1.86
2024,6,21,1,0,0,0,90,26.47,25.46,94.17,0.67,99,1.85
2024,6,21,2,0,0,0,90,26.35,25.42,94.59,0.58,98.97,1.85
2024,6,21,3,0,0,0,90,26.19,25.33,94.92,0.5,98.95,1.89
2024,6,21,4,0,0,0,90,26.06,25.24,95.19,0.37,98.95,1.93
2024,6,21,5,14.77,72.68,15.35,87.45,26.13,25.25,94.77,0.31,98.98,1.94
2024,6,21,6,170.12,479.32,55.76,75.22,27.22,25.34,89.4,0.31,99.03,2.19
2024,6,21,7,393.88,573.56,98.56,61.78,28.36,25.2,82.92,0.35,99.07,2.44
2024,6,21,8,615.8,799.59,77.55,48.18,29.53,24.73,75.39,0.38,99.08,2.65
2024,6,21,9,789,860.86,70.61,34.51,30.88,24.23,67.69,0.41,99.08,2.63
2024,6,21,10,911.47,829.09,88.7,20.99,32.36,23.83,60.78,0.57,99.05,2.59
2024,6,21,11,958.28,808.86,120.09,8.78,33.13,23.68,57.72,0.73,99.01,2.57
2024,6,21,12,947.83,786.51,129.17,10.2,33.27,23.88,57.97,0.92,98.96,2.58
2024,6,21,13,827.38,747.47,109.29,22.83,33.24,24.04,58.65,1.55,98.92,2.65
2024,6,21,14,712.72,597.93,207.04,36.4,32.69,24.2,61.01,2.43,98.9,2.72
2024,6,21,15,482.6,731.27,91.55,50.06,31.7,24.32,64.96,2.95,98.9,2.83
2024,6,21,16,308.5,575.26,92.4,63.65,30.54,24.75,71.22,3.3,98.93,2.78
2024,6,21,17,132.05,371.57,52.65,77.05,29.17,25.47,80.39,3.43,98.98,2.52
2024,6,21,18,8.23,32.25,9.95,88.46,27.86,25.66,87.78,3.68,99.03,2.47
2024,6,21,19,0,0,0,90,27.34,25.65,90.34,3.71,99.11,2.55
2024,6,21,20,0,0,0,90,27.02,25.63,91.99,2.85,99.18,2.55
2024,6,21,21,0,0,0,90,26.77,25.6,93.26,2.04,99.22,2.55
2024,6,21,22,0,0,0,90,26.56,25.54,94.06,1.57,99.22,2.52
2024,6,21,23,0,0,0,90,26.37,25.44,94.58,0.7,99.18,2.45
2024,6,22,0,0,0,0,90,26.17,25.34,95.17,0.4,99.14,2.3
2024,6,22,1,0,0,0,90,26.04,25.26,95.36,0.3,99.11,2.24
2024,6,22,2,0,0,0,90,25.96,25.17,95.36,0.28,99.07,2.29
2024,6,22,3,0,0,0,90,25.93,25.13,95.26,0.31,99.03,2.5
2024,6,22,4,0,0,0,90,25.94,25.12,95.2,0.41,99.03,2.56
2024,6,22,5,17.27,70.09,13.46,87.48,25.99,25.12,94.9,0.47,99.1,2.36
2024,6,22,6,186.6,516.94,52,75.27,26.64,25.29,92.21,0.59,99.19,2.31
2024,6,22,7,404.62,577.85,88.55,61.83,28.01,25.34,85.3,0.76,99.24,2.52
2024,6,22,8,603.78,741.21,98.09,48.23,29.69,25.09,76.31,0.55,99.24,3.08
2024,6,22,9,778.75,801.03,101.48,34.56,30.95,24.73,69.48,0.41,99.2,3.35
2024,6,22,10,879.83,650.01,226.42,21.04,32.15,24.4,63.64,0.32,99.15,3.45
2024,6,22,11,939.3,714.77,177.04,8.81,32.58,24.21,61.38,0.28,99.09,3.4
2024,6,22,12,922.25,633.6,219.69,10.16,32.51,24.24,61.74,0.29,99.06,3.26
2024,6,22,13,807.33,571.54,226.62,22.78,32.75,24.31,61.17,0.39,99.03,3.1
2024,6,22,14,676.58,553.25,209.26,36.35,32.66,24.46,62.07,0.5,99.01,2.85
2024,6,22,15,505.15,529.73,162.27,50.02,32.2,24.79,64.99,0.78,99.01,2.59
2024,6,22,16,306.77,375.87,129.27,63.6,31.33,25.32,70.43,1.3,99.04,2.22
2024,6,22,17,121.28,214.73,65.9,77.01,30.04,25.92,78.56,1.62,99.1,1.96
2024,6,22,18,8.27,17.55,11.41,88.43,28.45,26.08,86.93,1.66,99.17,1.94
2024,6,22,19,0,0,0,90,27.78,25.95,89.71,1.78,99.24,2.06
2024,6,22,20,0,0,0,90,27.4,25.87,91.27,1.89,99.31,2.13
2024,6,22,21,0,0,0,90,27.07,25.79,92.62,1.76,99.36,2.2
2024,6,22,22,0,0,0,90,26.77,25.69,93.7,1.65,99.37,2.31
2024,6,22,23,0,0,0,90,26.48,25.56,94.62,1.75,99.34,2.37
2024,6,23,0,0,0,0,90,26.2,25.44,95.53,1.38,99.31,2.29
2024,6,23,1,0,0,0,90,25.96,25.26,95.84,1.25,99.28,2.19
2024,6,23,2,0,0,0,90,25.71,25.07,96.22,1.04,99.27,2.01
2024,6,23,3,0,0,0,90,25.46,24.88,96.56,0.86,99.27,1.87
2024,6,23,4,0,0,0,90,25.36,24.78,96.53,0.84,99.29,1.79
2024,6,23,5,15.75,48.57,17.83,87.52,25.37,24.75,96.27,0.75,99.33,1.71
2024,6,23,6,166.55,396.35,69.05,75.32,26.04,24.97,93.72,0.85,99.38,1.8
2024,6,23,7,370.25,587.04,112.3,61.88,27.18,25.03,88,0.95,99.39,1.8
2024,6,23,8,567.5,690.89,126.14,48.28,28.8,24.62,78.06,2.22,99.39,1.91
2024,6,23,9,703.45,664.75,148.38,34.61,30.01,24.2,71.01,1.69,99.36,1.92
2024,6,23,10,825.15,687.1,175.48,21.08,30.96,23.9,66.08,1.6,99.32,1.88
2024,6,23,11,911.97,630.23,231.71,8.84,31.7,23.71,62.6,1.47,99.27,1.81
2024,6,23,12,875.55,631.46,195.73,10.11,32.14,23.61,60.7,1.56,99.21,1.74
2024,6,23,13,804,456.88,290.83,22.73,32.13,23.64,60.86,1.69,99.16,1.73
2024,6,23,14,652.7,514.58,210.97,36.3,31.73,23.98,63.56,1.9,99.12,1.76
2024,6,23,15,485.52,501.96,179.71,49.97,31.14,24.39,67.39,2.61,99.09,1.79
2024,6,23,16,298.98,331.5,144.22,63.56,30.46,25.13,73.38,3.33,99.1,1.68
2024,6,23,17,117.22,163.64,76.02,76.96,29.24,25.46,80.16,3.85,99.14,1.56
2024,6,23,18,7.97,8.6,10.24,88.41,27.75,25.72,88.66,3.91,99.2,1.47
2024,6,23,19,0,0,0,90,27.22,25.7,91.3,3.93,99.27,1.67
2024,6,23,20,0,0,0,90,26.92,25.68,92.86,4.07,99.34,1.79
2024,6,23,21,0,0,0,90,26.68,25.64,93.91,2.86,99.39,1.9
2024,6,23,22,0,0,0,90,26.44,25.54,94.68,1.89,99.41,1.96
2024,6,23,23,0,0,0,90,26.26,25.45,95.25,1.47,99.38,1.95
2024,6,24,0,0,0,0,90,26.09,25.35,95.66,1.39,99.33,1.92
2024,6,24,1,0,0,0,90,25.92,25.25,96.02,0.9,99.29,1.86
2024,6,24,2,0,0,0,90,25.74,25.13,96.37,0.95,99.26,1.81
2024,6,24,3,0,0,0,90,25.57,25.03,96.73,0.71,99.26,1.79
2024,6,24,4,0,0,0,90,25.44,24.88,96.63,0.58,99.27,1.8
2024,6,24,5,15.45,30.55,17.83,87.55,25.51,24.89,96.26,0.45,99.31,1.78
2024,6,24,6,159.62,253.46,97.75,75.37,26.37,25.36,94.07,0.39,99.35,1.95
2024,6,24,7,365.85,377.17,196.16,61.94,28.03,25.49,86.03,0.31,99.39,2.04
2024,6,24,8,569.85,561.13,191.68,48.33,29.72,24.42,73.25,0.66,99.4,2.27
2024,6,24,9,742.85,519.92,245.46,34.66,30.98,24.23,67.31,0.74,99.39,2.29
2024,6,24,10,851.85,594.66,265.61,21.13,31.87,24.1,63.51,1.01,99.36,2.4
2024,6,24,11,906.33,612.64,264.76,8.86,32.28,24.05,61.9,2.03,99.32,2.54
2024,6,24,12,909.25,600.61,241.56,10.07,32.55,24.06,60.96,3.21,99.26,2.67
2024,6,24,13,790.83,385.03,312.1,22.68,32.32,24.14,62.08,4.45,99.21,2.75
2024,6,24,14,662.05,463.59,221.86,36.25,31.68,24.36,65.22,5.43,99.19,2.78
2024,6,24,15,492.73,410.42,205.89,49.92,30.84,24.72,69.84,6.35,99.18,2.7
2024,6,24,16,300.58,319.59,154.98,63.51,29.75,25.27,76.83,5.91,99.19,2.39
2024,6,24,17,117.35,229.52,72.21,76.92,28.5,25.81,85.3,5.87,99.23,2.11
2024,6,24,18,8.1,12.41,9.27,88.39,27.36,25.96,91.95,4.31,99.3,1.89
2024,6,24,19,0,0,0,90,26.91,25.93,94.21,4.8,99.37,1.87
2024,6,24,20,0,0,0,90,26.65,25.86,95.27,3.78,99.43,1.82
2024,6,24,21,0,0,0,90,26.42,25.73,95.91,3.25,99.49,1.83
2024,6,24,22,0,0,0,90,26.2,25.58,96.3,4,99.5,1.83
2024,6,24,23,0,0,0,90,26,25.41,96.5,3.39,99.48,1.78
2024,6,25,0,0,0,0,90,25.85,25.22,96.3,4.16,99.44,1.66
2024,6,25,1,0,0,0,90,25.71,25.04,96.03,3.34,99.42,1.67
2024,6,25,2,0,0,0,90,25.57,24.9,96,3.13,99.39,1.64
2024,6,25,3,0,0,0,90,25.33,24.68,96.11,3.26,99.38,1.51
2024,6,25,4,0,0,0,90,25.09,24.4,95.92,2.35,99.37,1.54
2024,6,25,5,14.77,45.05,17.16,87.58,25.06,24.37,95.86,2.07,99.38,1.43
2024,6,25,6,161.43,432.44,112.85,75.42,26.26,25.42,95.1,2.26,99.41,1.24
2024,6,25,7,366.9,337.22,218.45,61.99,27.94,26.07,90.04,2.47,99.43,1.37
2024,6,25,8,554.8,457.02,237.27,48.38,28.75,24.35,77.43,1.87,99.45,1.41
2024,6,25,9,675.8,399.55,299.89,34.71,29.58,23.41,69.45,2.13,99.43,1.41
2024,6,25,10,737.6,387.9,311.72,21.17,30.79,23.13,63.76,2.72,99.4,1.36
2024,6,25,11,819.03,391.4,384.81,8.88,31.76,22.76,59.03,2.93,99.34,1.5
2024,6,25,12,754.35,284.96,370.67,10.02,32.2,22.55,56.87,2.76,99.28,1.8
2024,6,25,13,741.53,318.76,371.73,22.63,32.02,22.71,58.01,2.59,99.23,2.2
2024,6,25,14,598.65,256.9,315.33,36.2,31.43,23.15,61.56,2.21,99.21,2.49
2024,6,25,15,492.35,505.75,223.56,49.88,30.5,23.61,66.73,2.16,99.21,2.62
2024,6,25,16,302.42,365.5,150.39,63.47,29.37,24.18,73.63,1.86,99.24,2.59
2024,6,25,17,120.47,182.19,75.82,76.88,28.18,24.8,81.82,2.28,99.29,2.33
2024,6,25,18,8.5,22.83,11.02,88.37,27.07,25.11,88.93,1.73,99.36,2.12
2024,6,25,19,0,0,0,90,26.67,25.18,91.42,1.86,99.43,2.06
2024,6,25,20,0,0,0,90,26.41,25.22,93.12,1.69,99.5,1.9
2024,6,25,21,0,0,0,90,26.22,25.23,94.12,1.86,99.54,1.76
2024,6,25,22,0,0,0,90,26.05,25.17,94.85,1.64,99.55,1.65
2024,6,25,23,0,0,0,90,25.87,25.04,95.08,1.96,99.52,1.52
2024,6,26,0,0,0,0,90,25.73,24.93,95.16,2.01,99.46,1.5
2024,6,26,1,0,0,0,90,25.61,24.85,95.5,2.48,99.4,1.5
2024,6,26,2,0,0,0,90,25.53,24.8,95.65,3.72,99.38,1.56
2024,6,26,3,0,0,0,90,25.56,24.82,95.62,4.21,99.38,1.64
2024,6,26,4,0,0,0,90,25.63,24.88,95.53,4.68,99.4,1.86
2024,6,26,5,14.32,65.61,15.17,87.61,25.84,25.02,95.14,5.06,99.45,1.92
2024,6,26,6,148.1,218.17,91.35,75.48,26.84,25.57,92.61,4.91,99.51,2.1
2024,6,26,7,350.2,345.5,177.97,62.04,27.85,25.62,87.65,6,99.54,2.2
2024,6,26,8,535.65,401.19,247.71,48.43,28.92,24.72,77.99,6.86,99.54,2.31
2024,6,26,9,687.67,484.39,256,34.75,29.91,24.41,72.35,8.38,99.52,2.16
2024,6,26,10,654.25,239.36,349.91,21.21,30.64,24.19,68.44,10.74,99.48,1.96
2024,6,26,11,508.23,61.61,352.02,8.9,31.1,23.97,65.88,13.96,99.43,2.08
2024,6,26,12,142.52,0,101.84,9.96,31.37,23.91,64.68,14.3,99.39,2.57
2024,6,26,13,260.12,2.74,187.91,22.58,31.27,24.08,65.67,13.64,99.36,3.03
